,egypt_irr,egypt_90,egypt_low_had,sudan_irr,sudan_90,ethiopia_hydro,egy_all,sud_all,eth_all,efficiency,pol_efficiency,policy_name,totdis5_2,rank5_td2,totdis5_4,rank5_td4,totdis5_6,rank5_td6,totdis6_1,rank6_td1,totdis6_3,rank6_td3,totdis6_5,rank6_td5,totdis7_1,rank7_td1,totdis7_2,rank7_td2,totdis7_4,rank7_td4,totdis8_1,rank8_td1,totdis8_2,rank8_td2,totdis8_3,rank8_td3,totdis9_1,rank9_td1,totdis9_2,rank9_td2
72,8.256855754279192,1.9322056872736968,0.0041666666666666,0.2285977326829019,0.0,15.0404253439102,4.348492784973188,0.4509589282768508,0.4663410553520734,0.7880655848125901,0.7880655848125901,72,0.9485469014339913,516.0,1.0277636906336145,516.0,1.140847830497899,516.0,0.9043933496805074,515.0,1.0450543061790256,516.0,1.1011529455154372,516.0,0.9184511691755352,515.0,1.0450543061790256,516.0,1.0505168290155755,516.0,0.9408274157710026,515.0,0.9909813673466052,516.0,1.0450543061790256,516.0,0.9709499926701897,516.0,0.9909813673466052,516.0
73,5.2369513250784845,1.1709284501832533,0.6,0.4043482926525001,0.03752938398869,15.057287762554324,4.950866822971081,0.442469042606383,0.466863888844244,0.8770230712692708,0.8770230712692708,73,0.4828883187060177,267.0,0.5097057516731036,369.0,0.5940332333354793,383.0,0.5008137551273996,213.0,0.5464021654787106,374.0,0.5840314514681693,382.0,0.5268576035018713,233.0,0.5464021654787106,374.0,0.550347499760202,375.0,0.5659698678584826,251.0,0.6258118454670238,291.0,0.5464021654787106,374.0,0.6156694738629186,267.0,0.6258118454670238,291.0
74,4.33378675505534,1.2302299115951478,0.1958333333333333,0.0,0.0,13.60158070871995,5.487032099490436,0.4622430308354814,0.4217284655935017,0.953468716922978,0.953468716922978,74,0.5040999394525423,329.0,0.39584977605937494,167.0,0.32063727345329784,25.0,0.5999653124238177,412.0,0.4335057280481054,169.0,0.3953445768143147,55.0,0.6152379169472331,416.0,0.4335057280481054,169.0,0.43118068919484465,153.0,0.6426939335705555,415.0,0.6704493095800798,397.0,0.4335057280481054,169.0,0.6808650930199305,411.0,0.6704493095800798,397.0
75,4.444909027576887,1.0621050955523574,0.1916666666666666,0.006388299160276,0.0,13.049294471615127,5.450004894759263,0.4619239035462454,0.4046043656575799,0.9453168061469571,0.9453168061469571,75,0.49436177925716046,302.0,0.38935715467962706,142.0,0.3205341579080197,23.0,0.587526835873643,393.0,0.4247516530809532,121.0,0.38934729911008975,40.0,0.6013507999638715,388.0,0.4247516530809532,121.0,0.42289620338677447,110.0,0.6277230800165702,387.0,0.6550152555283323,362.0,0.4247516530809532,121.0,0.6651569494493991,385.0,0.6550152555283323,362.0
76,5.076910153109181,1.1693956676592323,0.6083333333333333,0.0,0.0,14.472653988643316,5.000408822753494,0.4622430308354814,0.4487368262854372,0.8846838798588809,0.8846838798588809,76,0.453098545355352,214.0,0.46699116790993983,332.0,0.5422621721872589,345.0,0.4795485549885319,140.0,0.5016946718108878,336.0,0.534816000597046,344.0,0.50193651172675,129.0,0.5016946718108878,336.0,0.5054097360938821,337.0,0.5384163690660867,117.0,0.5941030737380593,147.0,0.5016946718108878,336.0,0.5863685206261501,116.0,0.5941030737380593,147.0
77,4.491654376161407,1.148164470230786,0.2291666666666666,0.0,0.0,13.80951331828994,5.412772033444606,0.4622430308354814,0.4281755912812231,0.9433199991800728,0.9433199991800728,77,0.4633994068374226,234.0,0.36686732475795686,68.0,0.31797362974968996,6.0,0.5550320847635944,329.0,0.40805186048813447,51.0,0.3810640761826344,13.0,0.5722192889207494,334.0,0.40805186048813447,51.0,0.40666158573501,44.0,0.6023185980608402,334.0,0.6353912192728087,313.0,0.40805186048813447,51.0,0.6435250146486573,336.0,0.6353912192728087,313.0
78,5.558464592402716,1.444163698588424,0.175,0.2842423477515397,0.0,15.047051370270973,5.078905922830465,0.4482537474899976,0.4665465008800567,0.8970033129989423,0.8970033129989423,78,0.4243000979922169,150.0,0.42319848193057846,254.0,0.48961353032707033,302.0,0.46692395143680543,70.0,0.4662047558248313,278.0,0.4933473492701436,300.0,0.49397482517978336,89.0,0.4662047558248313,278.0,0.4692126343629656,282.0,0.5347735323292748,101.0,0.5922332720081319,135.0,0.4662047558248313,278.0,0.5864625657043088,117.0,0.5922332720081319,135.0
79,5.427462534604133,1.0701711127921714,0.6666666666666666,0.3205164863534338,0.0,15.044500069594408,4.850147145211449,0.4464988813917425,0.4664673956537865,0.8624933697605237,0.8624933697605237,79,0.5407857067726713,390.0,0.5837684588986772,431.0,0.6776613158493997,436.0,0.5414739001972015,302.0,0.6153408330766452,433.0,0.6589398804479721,437.0,0.565153933908837,315.0,0.6153408330766452,433.0,0.6198079472667801,433.0,0.6013172219413492,329.0,0.6608777365087442,374.0,0.6153408330766452,433.0,0.6478810501280672,345.0,0.6608777365087442,374.0
80,4.30664143116773,1.156810645033594,0.275,0.0,0.0,13.941796416762877,5.452847195255744,0.4622430308354814,0.4322771401627572,0.9499313769681811,0.9499313769681811,80,0.4802942719215387,257.0,0.3777535943247052,103.0,0.316415101160495,1.0,0.5747416027609471,362.0,0.4186731345274179,92.0,0.386376264328007,29.0,0.5917944628283398,365.0,0.4186731345274179,92.0,0.4167503204882879,83.0,0.6213629712055635,371.0,0.6526798121622537,356.0,0.4186731345274179,92.0,0.6617757637485687,376.0,0.6526798121622537,356.0
81,4.916665663618149,1.2785316019891495,0.4791666666666667,0.0,0.0,14.772300630138927,5.126661488668717,0.4622430308354814,0.4580276227777284,0.9049689808234708,0.9049689808234708,81,0.40568632817309597,36.0,0.38982331004014825,144.0,0.4453755798434775,253.0,0.45757998272309197,5.0,0.43267146512900434,166.0,0.4541999947181562,237.0,0.48221088269167517,1.0,0.43267146512900434,166.0,0.43526284913924673,178.0,0.5212040959593139,1.0,0.5751472274356378,2.0,0.43267146512900434,166.0,0.5716327458698937,1.0,0.5751472274356378,2.0
