,egypt_irr,egypt_90,egypt_low_had,sudan_irr,sudan_90,ethiopia_hydro,EgyptIncome,SudanIncome,EthiopiaUtility,pol_efficiency,poa_egypt,poa_sudan,poa_ethiopia,policy_name,total gains,ss_pi_Egypt,ss_pi_Sudan,ss_pi_Ethiopia,ss_fairness,dif_Egypt,dif_Sudan,dif_Ethiopia,totaldist,pd_egypt,pd_sudan,pd_ethiopia,avg_pd,rank_totaldist,rank_PI,rank_PD,Total Policy Efficiency,"Policy Efficiency, Egypt","Policy Efficiency, Sudan","Policy Efficiency, Ethiopia"
141,16.30972875,3.974556506,0,0.629956485,0.06846869,15.10227757,4.935197775,0.837983819,0.908739935,0.515283619,0.432049905,0.934139266,0.9980814,141,0.632045422,-0.301475794,0.596568055,0.704907739,1.657269467,0.401232225,-0.166375819,-0.234931935,0.493823072,0.166316602,-0.45331522,-0.628217065,-0.305071894,414,414,6,0.515283619,0.432049905,0.934139266,0.9980814
142,4.316435225,1.224062235,0.204166667,0,0,13.63219728,5.754178925,0.484611231,0.443131373,0.953842934,0.932487985,1,0.900926531,142,0.632045422,0.994287331,0.037474395,-0.031761726,1.720346462,-0.417748925,0.186996769,0.230676627,0.512536499,0.000317017,-0.054679358,-0.237575986,-0.097312775,437,437,440,0.953842934,0.932487985,1,0.900926531
143,5.620795504,1.508849142,0.0625,0,0,14.20498123,5.680538748,0.512786355,0.488596426,0.901433889,0.869974301,1,0.938780756,143,0.632045422,0.877776437,0.082052084,0.040171479,1.415898987,-0.344108748,0.158821645,0.185211574,0.421827539,0.013284717,-0.106620144,-0.308521343,-0.133952257,267,267,253,0.901433889,0.869974301,1,0.938780756
144,4.806847941,1.113400621,0.683333333,0,0,14.49578389,5.660328497,0.517961833,0.503631199,0.892426755,0.858217239,1,0.957999362,144,0.632045422,0.845800489,0.090240543,0.063958968,1.332012228,-0.323898497,0.153646167,0.170176801,0.396834379,0.016902659,-0.115546802,-0.329163879,-0.142602674,187,187,186,0.892426755,0.858217239,1,0.957999362
145,6.008407243,0.774686359,0.516666667,0.01190085,0,12.39381583,5.670551962,0.551934295,0.459435272,0.836419611,0.805809823,0.998714249,0.819084207,145,0.632045422,0.861975696,0.143990576,-0.005966271,1.391750487,-0.334121962,0.119673705,0.214372728,0.414626275,0.01506928,-0.169986348,-0.264631993,-0.139849687,234,234,201,0.836419611,0.805809823,0.998714249,0.819084207
146,5.06801935,1.343859113,0.304166667,0.613547041,0.008801304,15.06501817,5.691801244,0.476055717,0.514064568,0.908647615,0.878674925,0.935799772,0.995618995,146,0.632045422,0.89559556,0.023938163,0.080466277,1.463258928,-0.355371244,0.195552283,0.159743432,0.43594424,0.011279708,-0.037690373,-0.342779057,-0.123063241,304,304,337,0.908647615,0.878674925,0.935799772,0.995618995
147,5.028577425,1.367066055,0.1125,0.008229537,0,12.23419043,5.7654056,0.503203517,0.413312412,0.917783595,0.898986504,0.999110716,0.808534862,147,0.632045422,1.012049779,0.066890455,-0.078940234,1.776873074,-0.4289756,0.168404483,0.260495588,0.529375185,-0.001630848,-0.089606919,-0.182569916,-0.091269228,467,467,470,0.917783595,0.898986504,0.999110716,0.808534862
148,6.347976388,1.609986007,0.125,0.084911789,0,15.00924661,5.613511147,0.529950064,0.538460318,0.864268515,0.824263933,0.990862288,0.991933157,148,0.632045422,0.771727727,0.109207899,0.119064374,1.139077998,-0.277081147,0.141657936,0.135347682,0.339352218,0.025383748,-0.135554402,-0.372555435,-0.160908696,83,83,89,0.864268515,0.824263933,0.990862288,0.991933157
149,7.712480669,1.838856068,0,0,0,14.32207214,5.563198278,0.57057904,0.548144211,0.810129651,0.765706057,1,0.946519076,149,0.632045422,0.692124479,0.173489634,0.134385887,0.934010339,-0.226768278,0.10102896,0.125663789,0.278248254,0.03465719,-0.197108607,-0.383640302,-0.182030573,46,46,55,0.810129651,0.765706057,1,0.946519076
150,4.977950861,1.308788167,0.429166667,0.078068127,0,14.97254762,5.66396239,0.505736633,0.512222505,0.906317883,0.872135422,0.991595668,0.989507789,150,0.632045422,0.851549907,0.070898262,0.077551831,1.346403143,-0.32753239,0.165871367,0.161585495,0.401124232,0.016250233,-0.094166865,-0.340415549,-0.13944406,196,196,206,0.906317883,0.872135422,0.991595668,0.989507789
151,5.646824858,1.484930662,0.191666667,0.105680199,0,15.00681746,5.64840794,0.512102374,0.521411215,0.892383915,0.856368737,0.988640007,0.991772619,151,0.632045422,0.826940204,0.080969913,0.092089884,1.282536737,-0.31197794,0.159505626,0.152396785,0.382095616,0.019048759,-0.105426915,-0.352039254,-0.146139137,152,152,162,0.892383915,0.856368737,0.988640007,0.991772619
152,6.960876712,1.844221042,0.029166667,0.594650344,0.068386365,15.06451955,5.610302188,0.5157969,0.555822441,0.840354849,0.800999012,0.937715503,0.995586042,152,0.632045422,0.766650626,0.086815262,0.146534113,1.129349561,-0.273872188,0.1558111,0.117985559,0.336457526,0.025970243,-0.111834522,-0.392154805,-0.159339695,79,79,94,0.840354849,0.800999012,0.937715503,0.995586042
153,5.300333703,1.403735431,0.279166667,0.10426581,0,14.99641614,5.66006919,0.506540436,0.515311903,0.902320473,0.867691948,0.988791193,0.991085215,153,0.632045422,0.845390223,0.072170011,0.082439766,1.330452009,-0.32363919,0.165067564,0.158496097,0.396371845,0.016949247,-0.095604284,-0.344369889,-0.141008309,186,186,197,0.902320473,0.867691948,0.988791193,0.991085215
154,6.469655365,1.649908408,0.070833333,0.367022066,0,15.06240659,5.623790166,0.515849691,0.542281672,0.861217691,0.822858323,0.9610938,0.995446401,154,0.632045422,0.787990829,0.086898786,0.125110385,1.182624621,-0.287360166,0.155758309,0.131526328,0.352328953,0.023509578,-0.111925415,-0.376976915,-0.155130918,99,99,118,0.861217691,0.822858323,0.9610938,0.995446401
155,4.866600027,0.869975037,0.366666667,0.008309037,0,12.47227854,5.74547728,0.509670031,0.426774218,0.906131292,0.884504925,0.999102129,0.824269661,155,0.632045422,0.980519893,0.077121546,-0.05764144,1.693547426,-0.40904728,0.161937969,0.247033782,0.504548583,0.001832018,-0.101157667,-0.20835424,-0.102559963,428,428,429,0.906131292,0.884504925,0.999102129,0.824269661
156,8.395917908,1.824665341,0.008333333,0.0220381,0,14.36340989,5.520128624,0.591017158,0.570775746,0.780253178,0.731758472,0.997620337,0.949251011,156,0.632045422,0.62398119,0.205826105,0.170192705,0.757014599,-0.183698624,0.080590842,0.103032254,0.225512114,0.042729888,-0.224873604,-0.408079264,-0.196740993,33,33,41,0.780253178,0.731758472,0.997620337,0.949251011
157,9.533097876,1.939710894,0,0,0,14.84035101,5.430783911,0.626996748,0.62414087,0.737233486,0.680221871,1,0.980771161,157,0.632045422,0.482623131,0.262751744,0.254625125,0.388057778,-0.094353911,0.044611252,0.04966713,0.115583943,0.059884391,-0.269353467,-0.458689511,-0.222719529,21,21,31,0.737233486,0.680221871,1,0.980771161
158,6.710791839,1.704357303,0.0625,0,0,14.76986866,5.601897345,0.542530135,0.537494049,0.852013499,0.810895028,1,0.976113114,158,0.632045422,0.753352779,0.129111644,0.117535576,1.091380673,-0.265467345,0.129077865,0.136313951,0.325139201,0.027509564,-0.155598978,-0.371427459,-0.166505624,66,66,75,0.852013499,0.810895028,1,0.976113114
159,8.018342064,2.194969752,0.025,0.041015845,0,15.0036024,5.521834002,0.57690885,0.583178678,0.797695996,0.748348297,0.995575664,0.991560142,159,0.632045422,0.626679378,0.183504436,0.189816186,0.762194183,-0.185404002,0.09469915,0.090629322,0.227060008,0.042407848,-0.205917884,-0.420668119,-0.194726052,35,35,45,0.797695996,0.748348297,0.995575664,0.991560142
160,5.465832218,0.669932382,0.379166667,0.011898467,0,11.92316996,5.728760617,0.529298882,0.42386203,0.872189236,0.848895856,0.998714506,0.787980098,160,0.632045422,0.954071378,0.108177622,-0.062249,1.632860338,-0.392330617,0.142309118,0.24994597,0.486464989,0.004755389,-0.134490898,-0.202915157,-0.110883555,402,402,406,0.872189236,0.848895856,0.998714506,0.787980098
161,5.254721532,1.08085115,0.658333333,0.447853859,0.033095826,15.05925379,5.640217291,0.505620596,0.536083642,0.870992468,0.834628578,0.952727748,0.995238038,161,0.632045422,0.813981247,0.070714673,0.11530408,1.2505498,-0.303787291,0.165987404,0.137724358,0.372567491,0.020528608,-0.093958981,-0.369773719,-0.147734697,134,134,156,0.870992468,0.834628578,0.952727748,0.995238038
162,4.946937083,1.369293778,0.325,0.143326293,0,14.99452056,5.677669196,0.496787578,0.507464755,0.916157627,0.883737538,0.984624386,0.99095994,162,0.632045422,0.873236332,0.056739382,0.070024286,1.402850676,-0.341239196,0.174820422,0.166343245,0.417943111,0.013796842,-0.077849325,-0.334231597,-0.13276136,244,244,266,0.916157627,0.883737538,0.984624386,0.99095994
163,7.690571588,1.870788315,0.029166667,0.00141638,0,14.77092407,5.546963366,0.570061482,0.564896682,0.810741015,0.764047674,0.99984689,0.976182864,163,0.632045422,0.666438172,0.172670771,0.160891057,0.865612118,-0.210533366,0.101546518,0.108911318,0.257871419,0.037685436,-0.196379663,-0.401918951,-0.186871059,40,40,49,0.810741015,0.764047674,0.99984689,0.976182864
164,5.77884467,1.513541274,0.191666667,0.081728771,0,14.99339873,5.640125658,0.517113556,0.524682315,0.886027428,0.849022036,0.991203319,0.9908858,164,0.632045422,0.813836269,0.088898428,0.097265303,1.24844633,-0.303695658,0.154494444,0.149125685,0.371938242,0.020545188,-0.114095937,-0.356078926,-0.149876558,132,132,141,0.886027428,0.849022036,0.991203319,0.9908858
165,4.903183408,1.336024562,0.370833333,0.13596557,0,15.03178169,5.674556186,0.497902956,0.509462387,0.914833029,0.881975969,0.985408261,0.993422458,165,0.632045422,0.868311037,0.058504094,0.073184869,1.390087281,-0.338126186,0.173705044,0.164345613,0.414140363,0.014353002,-0.079915083,-0.336842114,-0.134134732,232,232,249,0.914833029,0.881975969,0.985408261,0.993422458
166,6.132529871,1.579992742,0.129166667,0,0,14.60628611,5.633581092,0.52953312,0.518807317,0.872925565,0.835496777,1,0.965302248,166,0.632045422,0.803481687,0.108548226,0.087970088,1.221871202,-0.297151092,0.14207488,0.155000683,0.364018206,0.021730762,-0.134873755,-0.348787134,-0.153976709,121,121,125,0.872925565,0.835496777,1,0.965302248
167,5.843032713,0.543179781,0.391666667,0.01190221,0,11.8692124,5.708537019,0.541619098,0.431765413,0.852349193,0.826657084,0.998714102,0.784414144,167,0.632045422,0.922074314,0.127670233,-0.049744547,1.552571614,-0.372107019,0.129988902,0.242042587,0.462542281,0.008314929,-0.154178643,-0.217505641,-0.121123118,361,361,354,0.852349193,0.826657084,0.998714102,0.784414144
168,5.334681421,1.414157681,0.270833333,0.095721538,0,14.94979118,5.659860083,0.507675714,0.514385732,0.901134703,0.86651967,0.989704993,0.988003858,168,0.632045422,0.845059381,0.073966207,0.080974412,1.32954483,-0.323430083,0.163932286,0.159422268,0.396101341,0.016986819,-0.097626718,-0.343189403,-0.141276434,183,183,194,0.901134703,0.86651967,0.989704993,0.988003858
169,6.166969091,0.740801875,0.408333333,0.021371984,0,12.13867275,5.680716309,0.551291583,0.449913637,0.836537759,0.807368248,0.997692181,0.802222276,169,0.632045422,0.878057367,0.142973699,-0.021031066,1.436456875,-0.344286309,0.120316417,0.223894363,0.427946011,0.013253045,-0.169018693,-0.249069217,-0.134944955,283,283,239,0.836537759,0.807368248,0.997692181,0.802222276
170,5.785746161,0.71929874,0.641666667,0.011894948,0,12.7503972,5.659892682,0.550555903,0.471472944,0.838514238,0.806309271,0.998714886,0.842650006,170,0.632045422,0.845110958,0.141809732,0.01307931,1.343585204,-0.323462682,0.121052097,0.202335056,0.400276394,0.016980961,-0.167908295,-0.283407448,-0.144778261,193,193,171,0.838514238,0.806309271,0.998714886,0.842650006
171,5.483262634,1.480954878,0.2125,0.523131076,0.094770364,15.05809479,5.673277614,0.487541709,0.521102206,0.895964118,0.863590127,0.945000529,0.995161442,171,0.632045422,0.866288125,0.042110895,0.09160098,1.386645709,-0.336847614,0.184066291,0.152705794,0.413117143,0.014581604,-0.060361419,-0.351655019,-0.132478278,228,228,268,0.895964118,0.863590127,0.945000529,0.995161442
172,6.619735695,1.806158687,0.054166667,0,0,14.61272871,5.61286425,0.539879672,0.529177607,0.856196338,0.816471295,1,0.965728027,172,0.632045422,0.77070423,0.124918176,0.104377595,1.136740555,-0.27643425,0.131728328,0.144630393,0.338653507,0.025501926,-0.151453512,-0.361548948,-0.162500178,82,82,86,0.856196338,0.816471295,1,0.965728027
173,5.428599617,1.407298215,0.283333333,0.070510551,0,14.98469817,5.651118208,0.512119315,0.518684006,0.895753772,0.860015054,0.992406181,0.990310796,173,0.632045422,0.831228294,0.080996717,0.087774989,1.293609011,-0.314688208,0.159488685,0.155123994,0.385394295,0.018560024,-0.105456509,-0.348632315,-0.145176267,159,159,168,0.895753772,0.860015054,0.992406181,0.990310796
174,4.834707308,1.041530732,0.7,0.603375171,0.114846472,15.06419036,5.6681281,0.487730417,0.526063012,0.887874391,0.855015923,0.936830517,0.995564287,174,0.632045422,0.858140746,0.042409461,0.099449793,1.366171525,-0.3316981,0.183877583,0.147744988,0.407017415,0.015503355,-0.060724974,-0.357768951,-0.13433019,211,211,248,0.887874391,0.855015923,0.936830517,0.995564287
175,5.016973806,1.347143264,0.395833333,0.085208796,0,14.97795323,5.664997412,0.504934402,0.511989715,0.907057325,0.873006479,0.990830472,0.989865035,175,0.632045422,0.853187481,0.069629,0.077183518,1.350668231,-0.328567412,0.166673598,0.161818285,0.402395066,0.01606456,-0.092727692,-0.340115651,-0.138926261,198,198,211,0.907057325,0.873006479,0.990830472,0.989865035
176,4.357291855,1.212202401,0.216666667,0,0,13.68047888,5.749694294,0.486131418,0.446095817,0.95086016,0.92884751,1,0.904117372,176,0.632045422,0.987191904,0.039879582,-0.027071486,1.701740273,-0.413264294,0.185476582,0.227712183,0.506992877,0.001097242,-0.057635481,-0.242642529,-0.099726923,433,433,438,0.95086016,0.92884751,1,0.904117372
177,4.219515633,0.76027859,0.479166667,0.123321936,0,11.24196484,5.811254203,0.493520369,0.377146958,0.924219476,0.912489772,0.986756183,0.74296052,177,0.632045422,1.084589823,0.051570119,-0.136159942,1.972030277,-0.474824203,0.178087631,0.296661042,0.587521065,-0.009507604,-0.071744493,-0.10418474,-0.061812279,512,512,512,0.924219476,0.912489772,0.986756183,0.74296052
178,10.230001,2.982222196,0.125,0.66860902,0.104177568,15.106119,5.392122773,0.61734726,0.672451496,0.696522965,0.638084548,0.930239172,0.998335272,178,0.632045422,0.421454842,0.247484664,0.331060494,0.261022068,-0.055692773,0.05426074,0.001356504,0.0777673,0.067483687,-0.257933047,-0.497578633,-0.229342664,9,9,20,0.696522965,0.638084548,0.930239172,0.998335272
179,4.750712833,1.246349001,0.316666667,0,0,14.57060126,5.694929688,0.499148487,0.487843354,0.926063106,0.89600816,1,0.962943902,179,0.632045422,0.900545274,0.06047473,0.038979997,1.474012518,-0.358499688,0.172459513,0.185964646,0.439143666,0.010724173,-0.082210981,-0.307453926,-0.126313578,311,311,313,0.926063106,0.89600816,1,0.962943902
180,5.926616006,1.829889737,0.016666667,0,0,12.66409807,5.713897791,0.523406367,0.444617371,0.883143629,0.857327637,1,0.836946657,180,0.632045422,0.930555939,0.098854692,-0.029410631,1.563512762,-0.377467791,0.148201633,0.229190629,0.465804682,0.007368929,-0.124746986,-0.240124157,-0.119167404,367,367,367,0.883143629,0.857327637,1,0.836946657
181,5.851330064,1.585333106,0.1625,0,0,14.74704766,5.642221358,0.522676026,0.517024145,0.884377655,0.847756049,1,0.974604917,181,0.632045422,0.817152011,0.097699173,0.085148816,1.25713876,-0.305791358,0.148931974,0.156783855,0.37452672,0.020166125,-0.123523986,-0.346541157,-0.149966339,139,139,140,0.884377655,0.847756049,1,0.974604917
182,6.481111158,1.668445739,0.108333333,0.094590618,0,15.01258349,5.607807817,0.532438361,0.541675351,0.859329784,0.818721135,0.989826007,0.992153685,182,0.632045422,0.76270412,0.113144795,0.124151085,1.115660185,-0.271377817,0.139169639,0.132132649,0.332375007,0.026426598,-0.139594301,-0.376279539,-0.16314908,70,70,80,0.859329784,0.818721135,0.989826007,0.992153685
183,5.647300087,0.980927445,0.758333333,0.016417001,0,14.9022798,5.589798904,0.545686203,0.546436422,0.84558365,0.803037409,0.998226763,0.98486392,183,0.632045422,0.734211052,0.134105065,0.131683883,1.041517196,-0.253368904,0.125921797,0.127371578,0.310283128,0.029733484,-0.160482715,-0.381713981,-0.170821071,60,60,68,0.84558365,0.803037409,0.998226763,0.98486392
184,4.864156806,1.264031775,0.3875,0.142813878,0,15.0297805,5.675616807,0.497225979,0.509078743,0.915400567,0.882688074,0.984678935,0.993290203,184,0.632045422,0.869989114,0.057433006,0.07257788,1.394457675,-0.339186807,0.174382021,0.164729257,0.415442544,0.014163446,-0.078662381,-0.336342354,-0.133613763,238,238,262,0.915400567,0.882688074,0.984678935,0.993290203
185,4.64740265,1.290784042,0.483333333,0.28055797,0,15.04280911,5.685085859,0.488620739,0.508214931,0.917751339,0.886431275,0.97012251,0.99415124,185,0.632045422,0.884970715,0.043818098,0.071211187,1.433784856,-0.348655859,0.182987261,0.165593069,0.427160754,0.01247426,-0.06243644,-0.335214336,-0.128392172,279,279,297,0.917751339,0.886431275,0.97012251,0.99415124
186,4.190748362,0.963879374,0.25,0.124104664,0,11.13215512,5.833355901,0.483018647,0.365546981,0.944233815,0.935795687,0.986672684,0.7357034,186,0.632045422,1.119558351,0.034954665,-0.154513016,2.062348543,-0.496925901,0.188589353,0.308261019,0.614431567,-0.013260429,-0.051562496,-0.075757653,-0.046860193,541,541,544,0.944233815,0.935795687,0.986672684,0.7357034
187,5.482642546,1.457966276,0.154166667,0,0,14.5937813,5.668340388,0.512192664,0.501388477,0.902478756,0.869112359,1,0.964475828,187,0.632045422,0.858476621,0.081112767,0.060410612,1.364715628,-0.331910388,0.159415336,0.172419523,0.40657871,0.015465322,-0.105584613,-0.326163213,-0.138760834,209,209,213,0.902478756,0.869112359,1,0.964475828
188,5.149391834,1.395205393,0.283333333,0.468867176,0.059899507,15.05598791,5.683029853,0.48432728,0.514564396,0.907220859,0.87594327,0.950564557,0.995022202,188,0.632045422,0.881717775,0.037025138,0.081257087,1.426288592,-0.346599853,0.18728072,0.159243604,0.42492829,0.012840553,-0.054125136,-0.343417456,-0.128234013,272,272,298,0.907220859,0.87594327,0.950564557,0.995022202
189,4.369825792,1.199429242,0.15,0.005810933,0,13.26008084,5.766466271,0.48436673,0.431088528,0.953725091,0.934363749,0.999371988,0.876334048,189,0.632045422,1.013727936,0.037087555,-0.050815491,1.772627746,-0.430036271,0.18724127,0.242719472,0.528112895,-0.001814486,-0.054202175,-0.216276987,-0.090764549,464,464,472,0.953725091,0.934363749,0.999371988,0.876334048
190,7.080426657,1.895997191,0.029166667,0.207804224,0,15.03387172,5.585742107,0.539634211,0.556545212,0.837556072,0.794836474,0.977784221,0.993560584,190,0.632045422,0.72779253,0.124529815,0.147677655,1.025423078,-0.249312107,0.131973789,0.117262788,0.305490047,0.030481356,-0.151067536,-0.392944198,-0.171176793,58,58,66,0.837556072,0.794836474,0.977784221,0.993560584
191,4.71590009,1.230769821,0.5625,0.270499707,0,15.0422759,5.673522655,0.494571714,0.513827159,0.907695111,0.874935032,0.971178209,0.994116001,191,0.632045422,0.866675821,0.053233521,0.080090657,1.386249924,-0.337092655,0.177036286,0.159980841,0.412997789,0.014537784,-0.073717751,-0.342475395,-0.133885121,227,227,254,0.907695111,0.874935032,0.971178209,0.994116001
192,6.296663314,0.60746915,0.720833333,0.011902211,0,13.0976076,5.609295316,0.570643459,0.501982754,0.80899657,0.770970927,0.998714102,0.865596495,192,0.632045422,0.765057588,0.173591555,0.061350857,1.134217707,-0.272865316,0.100964541,0.171825246,0.337895301,0.026154405,-0.197199244,-0.326960942,-0.166001927,80,80,77,0.80899657,0.770970927,0.998714102,0.865596495
193,4.557153179,0.828510115,0.670833333,0,0,14.01452472,5.690167818,0.511199747,0.480553965,0.904231665,0.874153705,1,0.92619384,193,0.632045422,0.893011211,0.079541808,0.027446981,1.456183939,-0.353737818,0.160408253,0.193254035,0.43382989,0.011570007,-0.103847365,-0.296948886,-0.129742081,297,297,288,0.904231665,0.874153705,1,0.92619384
194,5.681445119,0.757061294,0.65,0.011895845,0,12.81002802,5.663387988,0.547491809,0.471041732,0.843206987,0.811322514,0.998714789,0.846590896,194,0.632045422,0.850641108,0.13696183,0.012397062,1.35693086,-0.326957988,0.124116191,0.202766268,0.404253032,0.016353305,-0.163251408,-0.282751449,-0.143216517,203,203,182,0.843206987,0.811322514,0.998714789,0.846590896
195,5.079880273,1.139822428,0.704166667,0.17790673,0,15.0281881,5.634593444,0.516530543,0.530797542,0.877851835,0.840362807,0.980950036,0.993184964,195,0.632045422,0.805083394,0.087976007,0.106940599,1.225972689,-0.298163444,0.155077457,0.143010458,0.365242998,0.02154719,-0.11309601,-0.363497429,-0.151682083,126,126,133,0.877851835,0.840362807,0.980950036,0.993184964
196,6.678152313,1.800546553,0.029166667,0.657932407,0.132596802,15.06719931,5.629453674,0.504732714,0.547735141,0.852914368,0.815745518,0.931314884,0.995763143,196,0.632045422,0.796951431,0.069309897,0.133738671,1.20838597,-0.293023674,0.166875286,0.126072859,0.360006389,0.022479877,-0.092365153,-0.383179981,-0.151021752,117,117,137,0.852914368,0.815745518,0.931314884,0.995763143
197,5.432529572,1.476301986,0.233333333,0.615110091,0.016151113,15.06531171,5.678062598,0.482614065,0.521244866,0.896148195,0.864496076,0.935641481,0.995638395,197,0.632045422,0.873858759,0.03431455,0.091826691,1.406973497,-0.341632598,0.188993935,0.152563134,0.419174247,0.013726601,-0.050767408,-0.351832464,-0.129624424,251,251,289,0.896148195,0.864496076,0.935641481,0.995638395
198,5.046466409,1.071174167,0.708333333,0.301775065,0,15.04163021,5.641601901,0.509359264,0.530960364,0.8783676,0.841902425,0.967899301,0.994073329,198,0.632045422,0.816171929,0.076629862,0.10719821,1.255289186,-0.305171901,0.162248736,0.142847636,0.373978594,0.020278141,-0.100609271,-0.363692616,-0.148007915,138,138,155,0.8783676,0.841902425,0.967899301,0.994073329
199,5.428914785,1.46842208,0.125,0,0,14.0700301,5.689260481,0.510687379,0.481973669,0.905138871,0.874891204,1,0.929862087,199,0.632045422,0.891575654,0.078731159,0.029693187,1.452220171,-0.352830481,0.160920621,0.191834331,0.432649055,0.011731335,-0.102948265,-0.299019798,-0.130078909,295,295,284,0.905138871,0.874891204,1,0.929862087
200,7.388086019,1.928047827,0.0125,0.520432169,0,15.06416726,5.583514249,0.530899552,0.567507729,0.823032246,0.780741915,0.945276515,0.99556276,200,0.632045422,0.724267692,0.110710145,0.165022163,1.018939316,-0.247084249,0.140708448,0.106300271,0.303560935,0.030892525,-0.13710042,-0.404670663,-0.170292853,55,55,69,0.823032246,0.780741915,0.945276515,0.99556276
201,4.877910109,1.368419505,0.225,0,0,14.36713121,5.701826009,0.499105777,0.480989743,0.926142352,0.897169955,1,0.949496946,201,0.632045422,0.91145639,0.060407155,0.028136455,1.502787562,-0.365396009,0.172502223,0.192818257,0.447716584,0.009501709,-0.082132443,-0.297585854,-0.123405529,327,327,335,0.926142352,0.897169955,1,0.949496946
202,4.566278766,1.201823339,0.404166667,0,0,14.27646261,5.705833898,0.49860903,0.477478601,0.927065035,0.898695035,1,0.943504827,202,0.632045422,0.917797531,0.05962122,0.022581249,1.519498633,-0.369403898,0.17299897,0.196329399,0.45269539,0.008792615,-0.081218004,-0.292420646,-0.121615345,347,347,349,0.927065035,0.898695035,1,0.943504827
203,9.792172857,1.96808741,0,0.080305859,0,15.00013446,5.412378808,0.630065954,0.639476766,0.727300497,0.668782784,0.991355809,0.991330952,203,0.632045422,0.453503227,0.267607734,0.278889039,0.312668794,-0.075948808,0.041542046,0.034331234,0.093126777,0.063488589,-0.272912626,-0.471671188,-0.227031742,18,18,27,0.727300497,0.668782784,0.991355809,0.991330952
204,4.734126248,1.283717204,0.529166667,0,0,14.7275878,5.672207558,0.50793473,0.501779241,0.910044088,0.876995899,1,0.973318851,204,0.632045422,0.86459512,0.074376014,0.061028865,1.380403804,-0.335777558,0.16367327,0.172028759,0.411253452,0.014773004,-0.098086875,-0.326687969,-0.13666728,222,222,224,0.910044088,0.876995899,1,0.973318851
205,6.435262296,0.856584105,0.7625,0.282909683,0,14.99483888,5.548599822,0.556354958,0.57696675,0.805813466,0.759627957,0.969875841,0.990980977,205,0.632045422,0.669027315,0.150984792,0.179987893,0.873242915,-0.212169822,0.115253042,0.09684125,0.260149044,0.03737939,-0.176581437,-0.414430727,-0.184544258,42,42,50,0.805813466,0.759627957,0.969875841,0.990980977
206,4.344790481,1.212226288,0.183333333,0,0,13.5594964,5.756427315,0.484671373,0.440822841,0.953724574,0.93273659,1,0.896121865,206,0.632045422,0.997844653,0.037569549,-0.035414202,1.729918539,-0.419997315,0.186936627,0.232985159,0.515388331,-7.37E-05,-0.05479666,-0.233583271,-0.096151209,444,444,448,0.953724574,0.93273659,1,0.896121865
207,4.601554155,0.64501799,0.741666667,0.00677158,0,13.55420696,5.694994577,0.516758869,0.470168083,0.893849643,0.864850024,0.999268205,0.895772296,207,0.632045422,0.900647939,0.088337256,0.011014804,1.478482933,-0.358564577,0.154849131,0.203639917,0.440472502,0.010712657,-0.113487882,-0.281418683,-0.128064636,316,316,301,0.893849643,0.864850024,0.999268205,0.895772296
208,4.177136198,1.01763187,0.3375,0.005843326,0,13.36744747,5.758366845,0.486795233,0.436759451,0.948963867,0.928393351,0.999368489,0.883429709,208,0.632045422,1.000913309,0.040929846,-0.041843155,1.738861983,-0.421936845,0.184812767,0.237048549,0.518052579,-0.000410489,-0.058920529,-0.226452916,-0.095261311,450,450,453,0.948963867,0.928393351,0.999368489,0.883429709
209,4.762575273,1.134839095,0.5625,0,0,14.30352001,5.679822639,0.511422063,0.490676827,0.903838594,0.872185118,1,0.945293,209,0.632045422,0.876643434,0.079893549,0.043463017,1.412618404,-0.343392639,0.160185937,0.183131173,0.420850408,0.013412472,-0.104236924,-0.311453117,-0.134092523,261,261,250,0.903838594,0.872185118,1,0.945293
210,5.101630052,1.128395633,0.708333333,0.176042475,0,15.02752256,5.632791389,0.517483766,0.531646374,0.876411434,0.838715595,0.981147775,0.99314098,210,0.632045422,0.802232248,0.089484162,0.108283591,1.218561441,-0.296361389,0.154124234,0.142161626,0.36303482,0.021874006,-0.114729717,-0.364513675,-0.152456462,120,120,131,0.876411434,0.838715595,0.981147775,0.99314098
211,5.497879467,0.748653055,0.4375,0.011049262,0,12.13478879,5.715161869,0.532668375,0.434091285,0.866751611,0.841600934,0.998806198,0.801965593,211,0.632045422,0.932555919,0.113508715,-0.046064634,1.575119121,-0.378731869,0.138939625,0.239716715,0.469261283,0.00714612,-0.139965837,-0.221698265,-0.118172661,374,374,372,0.866751611,0.841600934,0.998806198,0.801965593
212,4.989596042,1.331490884,0.3125,0.615745634,0.008871582,15.06513774,5.695488693,0.474222222,0.512210614,0.911943717,0.882433618,0.935577126,0.995626897,212,0.632045422,0.901429712,0.021037272,0.077533016,1.478388506,-0.359058693,0.197385778,0.161597386,0.440452047,0.010624972,-0.033969775,-0.340400236,-0.121248346,315,315,353,0.911943717,0.882433618,0.935577126,0.995626897
213,4.734614193,1.219998554,0.508333333,0.184600361,0,14.97122077,5.675562953,0.497098146,0.50926043,0.911508629,0.878926878,0.980240374,0.9894201,213,0.632045422,0.869903909,0.057230752,0.072865339,1.394248498,-0.339132953,0.174509854,0.16454757,0.41538025,0.014173069,-0.07842545,-0.336579125,-0.133610502,237,237,263,0.911508629,0.878926878,0.980240374,0.9894201
