,egypt_irr,egypt_90,egypt_low_had,sudan_irr,sudan_90,ethiopia_hydro,EgyptIncome,SudanIncome,EthiopiaUtility,pol_efficiency,poa_egypt,poa_sudan,poa_ethiopia,policy_name,total gains,ss_pi_Egypt,ss_pi_Sudan,ss_pi_Ethiopia,ss_fairness,dif_Egypt,dif_Sudan,dif_Ethiopia,totaldist,pd_egypt,pd_sudan,pd_ethiopia,avg_pd,rank_totaldist,rank_PI,rank_PD,Total Policy Efficiency,"Policy Efficiency, Egypt","Policy Efficiency, Sudan","Policy Efficiency, Ethiopia"
29,4.594505772,1.170532987,0.433333333,0,0,14.26183646,5.702134373,0.500749791,0.479037365,0.923101729,0.894272813,1,0.942538212,29,0.632045422,0.911944273,0.063008257,0.02504747,1.504353343,-0.365704373,0.170858209,0.194770635,0.448182793,0.009447116,-0.085145899,-0.294723074,-0.123473952,330,330,334,0.923101729,0.894272813,1,0.942538212
30,4.950433072,1.306739601,0.254166667,0,0,14.48553642,5.691883401,0.502138057,0.487900071,0.920549621,0.89019718,1,0.957322126,30,0.632045422,0.895725546,0.065204722,0.039069731,1.461663639,-0.355453401,0.169469943,0.185907929,0.435464051,0.011265111,-0.087675205,-0.307534431,-0.127981508,303,303,303,0.920549621,0.89019718,1,0.957322126
31,5.093170572,1.153943947,0.629166667,0,0,14.40942609,5.651097136,0.52418175,0.506642643,0.881837261,0.846650626,1,0.952292136,31,0.632045422,0.831194955,0.100081476,0.068723569,1.29433739,-0.314667136,0.14742625,0.167165357,0.385608821,0.018563822,-0.126041682,-0.333151276,-0.146876379,161,161,158,0.881837261,0.846650626,1,0.952292136
32,4.649870465,1.1413419,0.604166667,0.121614693,0,14.92843461,5.669995963,0.502294533,0.509631033,0.908242681,0.874918646,0.98693833,0.986592442,32,0.632045422,0.861096013,0.065452292,0.073451694,1.371220165,-0.333565963,0.169313467,0.164176967,0.408518517,0.015168818,-0.087959414,-0.337061564,-0.136617387,213,213,226,0.908242681,0.874918646,0.98693833,0.986592442
33,5.038207564,1.323069938,0.579166667,0.054920538,0,15.00715763,5.644134855,0.515637457,0.522149217,0.891142826,0.854530785,0.994080218,0.9917951,33,0.632045422,0.820179479,0.086562997,0.093257524,1.26490325,-0.307704855,0.155970543,0.151658783,0.376841445,0.019820264,-0.111559888,-0.352955077,-0.148231567,144,144,153,0.891142826,0.854530785,0.994080218,0.9917951
34,4.603272306,1.188188633,0.45,0,0,14.31988615,5.69851157,0.501603123,0.481806836,0.92153134,0.892184266,1,0.946374608,34,0.632045422,0.906212402,0.064358368,0.02942923,1.489305369,-0.36208157,0.170004877,0.192001164,0.443699412,0.010088868,-0.086702257,-0.298777073,-0.125130154,322,322,319,0.92153134,0.892184266,1,0.946374608
35,5.045765516,1.35018691,0.458333333,0.059253428,0,15.01255666,5.655271272,0.509891647,0.516758609,0.900762797,0.865459798,0.993614675,0.992151912,35,0.632045422,0.837799126,0.07747218,0.084728695,1.310685773,-0.318841272,0.161716353,0.157049391,0.390482325,0.017812024,-0.101548334,-0.346205378,-0.143313896,173,173,181,0.900762797,0.865459798,0.993614675,0.992151912
36,4.963595561,1.206554774,0.441666667,0,0,14.45055871,5.675154699,0.511231047,0.495535783,0.904176303,0.871793931,1,0.955010514,36,0.632045422,0.869257984,0.079591331,0.051150685,1.393026478,-0.338724699,0.160376953,0.178272217,0.415013461,0.014246026,-0.103902233,-0.318204634,-0.135953614,236,236,233,0.904176303,0.871793931,1,0.955010514
37,6.074310392,0.773601989,0.458333333,0.011901627,0,12.28113656,5.676101981,0.551181864,0.454637684,0.837561357,0.807699544,0.998714165,0.811637444,37,0.632045422,0.87075674,0.142800105,-0.013556845,1.415827783,-0.339671981,0.120426136,0.219170316,0.421799877,0.014076759,-0.168853277,-0.256871985,-0.137216167,266,266,223,0.837561357,0.807699544,0.998714165,0.811637444
38,18.50808786,4.515731386,0,0.556474172,0,15.10811612,4.726783388,0.941662273,1.013475868,0.462211135,0.371183891,0.941597363,0.998467258,38,0.632045422,-0.631221695,0.760604452,0.870617243,2.511414849,0.609646612,-0.270054273,-0.339667868,0.748313145,0.217742094,-0.513506049,-0.666638338,-0.320800764,557,557,1,0.462211135,0.371183891,0.941597363,0.998467258
39,7.20861911,0.887162173,0.7625,0.328216753,0,15.04642391,5.496956705,0.579239136,0.605725689,0.770195192,0.7192935,0.965135652,0.994390135,39,0.632045422,0.587319395,0.187191332,0.225489273,0.662371009,-0.160526705,0.092368864,0.068082311,0.197322151,0.04712542,-0.209112486,-0.44223267,-0.201406579,28,28,38,0.770195192,0.7192935,0.965135652,0.994390135
40,5.096247491,1.22854451,0.6375,0.061675893,0,14.98549317,5.635946597,0.519892684,0.526082248,0.883203731,0.845689192,0.993354491,0.990363336,40,0.632045422,0.807224306,0.093295467,0.099480227,1.231239814,-0.299516597,0.151715316,0.147725752,0.366811432,0.021301923,-0.118831608,-0.357792434,-0.15177404,128,128,132,0.883203731,0.845689192,0.993354491,0.990363336
41,5.030435268,1.333007832,0.475,0.059024587,0,15.01119691,5.654616775,0.510246323,0.517058431,0.900158941,0.864779514,0.993639258,0.992062048,41,0.632045422,0.836763604,0.078033334,0.085203062,1.307994424,-0.318186775,0.161361677,0.156749569,0.389680436,0.017929831,-0.102172853,-0.346584487,-0.14360917,171,171,180,0.900158941,0.864779514,0.993639258,0.992062048
42,5.181795522,1.117800255,0.645833333,0,0,14.36341167,5.645560437,0.52782563,0.508535462,0.875749437,0.83998193,1,0.949251128,42,0.632045422,0.822434985,0.105846695,0.071718321,1.271754123,-0.309130437,0.14378237,0.165272538,0.37887994,0.019562746,-0.132075113,-0.335633353,-0.149381907,147,147,145,0.875749437,0.83998193,1,0.949251128
43,4.564208445,0.848692129,0.6125,0.008682601,0,13.80628613,5.70150946,0.508788798,0.471623271,0.907664074,0.879220916,0.999061781,0.912431739,43,0.632045422,0.910955558,0.07572729,0.013317152,1.50362362,-0.36507946,0.162819202,0.202184729,0.447964027,0.009557757,-0.099600852,-0.283635858,-0.124559651,329,329,324,0.907664074,0.879220916,0.999061781,0.912431739
44,5.682082982,0.685301527,0.466666667,0.011522559,0,12.0675679,5.704253249,0.540009689,0.437658591,0.854924565,0.828532618,0.998755093,0.797523089,44,0.632045422,0.915296684,0.125123885,-0.040420569,1.532240265,-0.367823249,0.131598311,0.236149409,0.45648505,0.009072152,-0.151657815,-0.228042115,-0.123542593,354,354,332,0.854924565,0.828532618,0.998755093,0.797523089
45,5.045864418,1.341119811,0.279166667,0.000321305,0,14.70267094,5.678105223,0.505384122,0.498432184,0.914605192,0.882307792,0.999965265,0.971672142,45,0.632045422,0.873926198,0.070340532,0.05573327,1.404672361,-0.341675223,0.166223878,0.175375816,0.418484184,0.013718992,-0.093535036,-0.322166564,-0.133994203,248,248,252,0.914605192,0.882307792,0.999965265,0.971672142
46,5.881833373,1.561344954,0.1,0,0,14.55153512,5.652323806,0.521032424,0.508565299,0.887167433,0.851953007,1,0.961683857,46,0.632045422,0.833135749,0.095098724,0.071765527,1.298996365,-0.315893806,0.150575576,0.165242701,0.386997482,0.018342773,-0.120759134,-0.33567233,-0.146029563,166,166,163,0.887167433,0.851953007,1,0.961683857
47,6.227444772,1.498401416,0,1.25574676,0.496513,12.12056364,5.774478033,0.469832571,0.437610925,0.858772567,0.842507764,0.872872762,0.801025479,47,0.632045422,1.026403863,0.01409212,-0.040495983,1.802510836,-0.438048033,0.201775429,0.236197075,0.53701812,-0.003199412,-0.024944143,-0.227958032,-0.085367195,480,480,485,0.858772567,0.842507764,0.872872762,0.801025479
48,5.682865346,1.552295939,0.0375,0,0,12.76488207,5.721910134,0.517183688,0.442827707,0.893769485,0.868859535,1,0.843607284,48,0.632045422,0.943232786,0.089009389,-0.032242175,1.5949691,-0.385480134,0.154424312,0.230980293,0.475177543,0.005958319,-0.114216069,-0.237053159,-0.115103636,386,386,387,0.893769485,0.868859535,1,0.843607284
49,5.178398995,1.392222183,0.2125,0.001821187,0,14.72152559,5.676306522,0.505926759,0.499688248,0.913476092,0.880939412,0.999803134,0.972918211,49,0.632045422,0.871080357,0.071199073,0.05772057,1.39725403,-0.339876522,0.165681241,0.174119752,0.416273962,0.014040217,-0.094507274,-0.323870431,-0.134779162,241,241,242,0.913476092,0.880939412,0.999803134,0.972918211
50,5.910602697,1.523643589,0.245833333,0.062262249,0,15.01568934,5.625559401,0.524507217,0.531854911,0.87537795,0.836650998,0.993291524,0.992358945,50,0.632045422,0.790790051,0.100596418,0.108613531,1.188568253,-0.289129401,0.147100783,0.141953089,0.354097629,0.023187685,-0.126583991,-0.364762846,-0.156053051,104,104,110,0.87537795,0.836650998,0.993291524,0.992358945
51,6.43458685,1.698675494,0.058333333,0.18452215,0,15.03720488,5.619216745,0.523764847,0.538939936,0.86510785,0.825903017,0.980248663,0.993780867,51,0.632045422,0.780754924,0.099421868,0.119823208,1.162838132,-0.282786745,0.147843153,0.134868064,0.346432296,0.024342602,-0.125346036,-0.373113816,-0.158039083,90,90,96,0.86510785,0.825903017,0.980248663,0.993780867
52,5.849239105,1.496362781,0.266666667,0.061657205,0,15.01459331,5.627072411,0.523792471,0.531056647,0.876629794,0.838072802,0.993356498,0.99228651,52,0.632045422,0.793183882,0.099465573,0.107350545,1.194785314,-0.290642411,0.147815529,0.142751353,0.355949984,0.02291257,-0.125392163,-0.363807981,-0.155429192,108,108,113,0.876629794,0.838072802,0.993356498,0.99228651
53,4.609132466,1.30852984,0.208333333,0,0,14.1737566,5.723236237,0.49144899,0.467236302,0.940571672,0.914569224,1,0.936717178,53,0.632045422,0.945330899,0.048292857,0.006376244,1.591258981,-0.386806237,0.18015901,0.206571698,0.474076155,0.005725233,-0.067832045,-0.276909781,-0.113005531,383,383,392,0.940571672,0.914569224,1,0.936717178
54,5.17978858,1.286078701,0.2625,0,0,14.45354033,5.679328742,0.509059791,0.493532997,0.908032822,0.876156265,1,0.955207564,54,0.632045422,0.875862007,0.076156045,0.047981948,1.410164244,-0.342898742,0.162548209,0.180275003,0.420119679,0.013500602,-0.10008017,-0.315437869,-0.134005812,256,256,251,0.908032822,0.876156265,1,0.955207564
55,4.967643977,1.199931653,0.491666667,0,0,14.44046995,5.670582267,0.513729441,0.497609821,0.899779069,0.866855197,1,0.954343766,55,0.632045422,0.862023642,0.083544202,0.054432156,1.374271675,-0.334152267,0.157878559,0.176198179,0.40942542,0.015063856,-0.108260179,-0.321046359,-0.138080894,216,216,217,0.899779069,0.866855197,1,0.954343766
56,6.189481284,1.6982418,0.179166667,0.064852103,0,15.00695614,5.616351668,0.52915945,0.536410411,0.867438946,0.827706234,0.993013453,0.991781784,56,0.632045422,0.776221899,0.107957018,0.115821083,1.15071871,-0.279921668,0.14244855,0.137397589,0.3428204,0.024865151,-0.134262839,-0.370157639,-0.159851776,85,85,93,0.867438946,0.827706234,0.993013453,0.991781784
57,4.610318449,0.465852967,0.458333333,0.124116115,0,10.6995983,5.809220362,0.50521338,0.367487787,0.902751181,0.890982003,0.986671463,0.707116526,57,0.632045422,1.081371953,0.070070389,-0.151442342,1.971660402,-0.472790362,0.16639462,0.306320213,0.587409541,-0.009160827,-0.093228687,-0.080638835,-0.061009449,511,511,515,0.902751181,0.890982003,0.986671463,0.707116526
58,5.942577314,0.903343612,0.729166667,0.309144245,0,15.01447551,5.58501832,0.537340472,0.559562737,0.831964667,0.789427953,0.967128303,0.992278725,58,0.632045422,0.726647381,0.120900742,0.152451877,1.022955234,-0.24858832,0.134267528,0.114245263,0.30475548,0.0306149,-0.147443708,-0.396217836,-0.171015548,56,56,67,0.831964667,0.789427953,0.967128303,0.992278725
59,4.534420828,1.230739244,0.25,0,0,14.10985673,5.725512065,0.491361972,0.465047492,0.940738243,0.915094931,1,0.932494155,59,0.632045422,0.948931634,0.04815518,0.002913187,1.600810401,-0.389082065,0.180246028,0.208760508,0.476921832,0.005325469,-0.067666962,-0.273506458,-0.111949317,390,390,397,0.940738243,0.915094931,1,0.932494155
60,5.071570729,1.369941574,0.241666667,0.001463116,0,14.70832948,5.679964883,0.504320552,0.497636094,0.916420889,0.884348913,0.999841838,0.972046104,60,0.632045422,0.876868487,0.068657789,0.054473724,1.412306022,-0.343534883,0.167287448,0.176171906,0.420758656,0.013387093,-0.091623378,-0.321082204,-0.133106163,260,260,264,0.916420889,0.884348913,0.999841838,0.972046104
61,6.716962827,1.793718021,0.045833333,0.360607675,0,15.05337536,5.612032247,0.521927556,0.547961727,0.851779469,0.812138953,0.961760757,0.994849544,61,0.632045422,0.769387863,0.096514969,0.134097167,1.134304603,-0.275602247,0.149680444,0.125846273,0.337932121,0.02565396,-0.122267075,-0.38343504,-0.160016052,81,81,92,0.851779469,0.812138953,0.961760757,0.994849544
62,5.663560504,0.730768035,0.458333333,0.011421086,0,12.07522384,5.70583853,0.538983644,0.437099355,0.856561453,0.830349675,0.99876605,0.798029056,62,0.632045422,0.91780486,0.123500512,-0.041305371,1.538492515,-0.36940853,0.132624356,0.236708645,0.458347973,0.008791796,-0.150042854,-0.227054453,-0.122768503,357,357,340,0.856561453,0.830349675,0.99876605,0.798029056
63,5.478206792,1.387824264,0.345833333,0.052460695,0,15.0072118,5.640726353,0.517399294,0.523795883,0.888344533,0.851333026,0.994344611,0.99179868,63,0.632045422,0.814786667,0.089350513,0.09586282,1.250890595,-0.304296353,0.154208706,0.150012117,0.37266638,0.020436508,-0.114585185,-0.354989202,-0.149712627,135,135,144,0.888344533,0.851333026,0.994344611,0.99179868
64,5.282767914,0.787957386,0.445833333,0.009101496,0,12.35749158,5.719412957,0.526041869,0.436466703,0.877854839,0.853016002,0.999016538,0.816683605,64,0.632045422,0.93928184,0.103024491,-0.042306331,1.589321902,-0.382982957,0.145566131,0.237341297,0.473493754,0.006397535,-0.129132057,-0.22593408,-0.116222868,382,382,383,0.877854839,0.853016002,0.999016538,0.816683605
65,6.784574809,1.841854437,0.033333333,0.358184564,0,15.0544774,5.609260363,0.523330386,0.54933078,0.849718849,0.809774072,0.962012827,0.994922376,65,0.632045422,0.765002286,0.098734478,0.136263236,1.122920741,-0.272830363,0.148277614,0.12447722,0.334540335,0.0261608,-0.124619911,-0.384971656,-0.161143589,76,76,88,0.849718849,0.809774072,0.962012827,0.994922376
66,4.757980077,1.142448983,0.558333333,0,0,14.30553478,5.680410375,0.511086861,0.490424293,0.904431387,0.872847461,1,0.945426152,66,0.632045422,0.877573329,0.079363204,0.043063466,1.415024975,-0.343980375,0.160521139,0.183383707,0.421567455,0.013307617,-0.103649428,-0.311098563,-0.133813458,264,264,256,0.904431387,0.872847461,1,0.945426152
67,5.491133723,1.058107105,0.670833333,0.300681859,0,15.04878748,5.618004168,0.520818094,0.543099268,0.859143669,0.820032127,0.968013728,0.994546339,67,0.632045422,0.778836426,0.094759618,0.126403956,1.158423868,-0.281574168,0.150789906,0.130708732,0.345117923,0.024563693,-0.120397303,-0.37791483,-0.157916147,89,89,97,0.859143669,0.820032127,0.968013728,0.994546339
68,6.106784411,1.806490782,0.008333333,0.124113186,0,11.08488021,5.759357596,0.526102042,0.396461891,0.866908096,0.848262209,0.986671775,0.73257909,68,0.632045422,1.002480841,0.103119695,-0.105600536,1.766462119,-0.422927596,0.145505958,0.277346109,0.526270463,-0.000582443,-0.129231663,-0.147827299,-0.092547135,461,461,465,0.866908096,0.848262209,0.986671775,0.73257909
69,5.47205395,1.43785332,0.220833333,0.110083182,0,14.98866575,5.65630562,0.508377359,0.51723855,0.898494849,0.863438629,0.988169512,0.990573006,69,0.632045422,0.839435635,0.075076326,0.08548804,1.314985094,-0.31987562,0.163230641,0.15656945,0.391763509,0.017625901,-0.098872143,-0.346812027,-0.14268609,175,175,185,0.898494849,0.863438629,0.988169512,0.990573006
