,egypt_irr,egypt_low_had,sudan_irr,ethiopia_hydro,EgyptIncome,SudanIncome,EthiopiaUtility,pol_efficiency,poa_egypt,poa_sudan,poa_ethiopia,policy_name,total gains,ss_pi_Egypt,ss_pi_Sudan,ss_pi_Ethiopia,ss_fairness,dif_Egypt,dif_Sudan,dif_Ethiopia,totaldist,pd_egypt,pd_sudan,pd_ethiopia,avg_pd,rank_totaldist,rank_PI,rank_PD
475,9.52113260939997,0.4083333333333333,0.6910003569441552,15.13130850297858,5.3993328680101325,0.6125872712440557,0.6700013897564098,0.7002357582345067,0.642343602422556,0.9279870414160952,1.0,475,0.632045422010598,0.432862399572202,0.2399535776425774,0.32718402278522046,0.28980394267087844,-0.06290286801013245,0.05902072875594433,0.0038066102435901916,0.08634064806526243,0.0660582039872113,-0.2521669621543816,-0.4957413444726845,-0.22728336754661826,15,15,26
203,9.79217285660069,0.0,0.0803058587966069,15.00013445935824,5.41237880835911,0.6300659542206848,0.6394767664308038,0.7273004965529374,0.6687827840563277,0.9913558087356684,0.9913309517419118,203,0.6320454220105984,0.45350322678913957,0.26760773408125177,0.2788890391296086,0.3126687942169006,-0.07594880835910978,0.041542045779315195,0.03433123356919621,0.09312677733650085,0.0634885886239489,-0.27291262616049417,-0.4716711884847524,-0.22703174200709922,18,18,27
515,9.85411423655295,0.2291666666666666,0.6738163436844903,15.120715627580928,5.4022876755222,0.6119935556670231,0.6676402978213752,0.7022201800938163,0.6445164831628111,0.9297149475507065,0.9992999365920291,515,0.6320454220105987,0.4375373919211189,0.23901422177295642,0.3234483863059246,0.2988901431002379,-0.06585767552220023,0.05961444433297691,0.006167702178624723,0.08904580814660075,0.06547511826896724,-0.2514414641168988,-0.49395804731608384,-0.22664146438800514,16,16,28
332,8.74081679795194,0.7416666666666667,0.6507846600483352,15.108794864229136,5.404715032758771,0.6118786289804382,0.6653278672713894,0.7041052989610936,0.6465370674584702,0.9320357184730947,0.9985121155420885,332,0.6320454220105989,0.4413778710260054,0.23883238881826255,0.31978974015573197,0.3058490771611195,-0.06828503275877118,0.05972937101956177,0.00848013272861059,0.09111726572035495,0.06499659373565869,-0.2513008653965493,-0.4921992349642731,-0.22616783554172123,17,17,29
394,9.575709656389376,0.2666666666666666,0.6788171320079573,15.130069533214067,5.416079463175887,0.6050312207245909,0.6608108451101209,0.7099164902442429,0.6532438168642041,0.929211783256949,0.9999181187955906,394,0.6320454220105987,0.4593582724676682,0.2279986607072908,0.3126430668250411,0.3511779399557243,-0.07964946317588684,0.06657677927540906,0.01299715488987907,0.10462041176617973,0.06276193677276454,-0.2428275032627909,-0.48872812469701765,-0.22293123039568133,19,19,30
157,9.533097875565645,0.0,0.0,14.840351007310334,5.430783910512815,0.6269967480843994,0.6241408704133837,0.7372334859240479,0.6802218710962727,1.0,0.9807711609600074,157,0.6320454220105984,0.48262313101241056,0.26275174425931475,0.2546251247282748,0.38805777828940474,-0.09435391051281528,0.04461125191560056,0.04966712958661623,0.11558394346928667,0.05988439143336777,-0.2693534673032565,-0.45868951062885666,-0.22271952883291513,21,21,31
462,8.521918493371171,0.6041666666666666,0.577329051737671,15.120493864765203,5.436474812899546,0.5988940014585566,0.646552714652494,0.7251127458085194,0.6697395334101642,0.9394748551883803,0.9992852807005255,462,0.6320454220105971,0.49162707628050284,0.21828856859633008,0.29008435512316694,0.42512593992402076,-0.10004481289954636,0.07271399854144334,0.027255285347505986,0.12664572930566684,0.05877490434468391,-0.23506831111297866,-0.4774532805394094,-0.21791556243590138,22,22,32
301,9.046919760057236,0.0083333333333333,0.0561472624536393,15.044685418597204,5.457810215746748,0.6074103517853553,0.6167009614784955,0.7564008146785511,0.7013800903687433,0.9939483922325568,0.9942752416709814,301,0.6320454220105987,0.5253831990277109,0.23176283805580497,0.24285396291648417,0.49923746657108103,-0.12138021574674784,0.06419764821464469,0.05710703852150445,0.14871351202804312,0.0546359936431855,-0.24579322915147406,-0.4521591158378936,-0.21443878378206072,23,23,33
114,8.808376222124277,0.0,0.0953831161286084,15.00450229198513,5.47778855586421,0.5970252184820322,0.6071077546643554,0.7663008658754241,0.7131610184315607,0.9897412045201822,0.9916196136660295,114,0.6320454220105978,0.5569922249327,0.21533184600734298,0.22767592905995693,0.5813777777501979,-0.1413585558642101,0.07458278151796782,0.06670024533564456,0.1731870530461417,0.05078957343797974,-0.23267395443566652,-0.44350241385602873,-0.2084622649512385,24,24,34
23,7.347503842740788,0.7833333333333333,0.2632296873376955,15.03418146816808,5.481638594621808,0.5890789894919339,0.6112039448968566,0.7626708396771834,0.7102815873362803,0.9719419639663275,0.9935810551485761,23,0.6320454220105987,0.5630836206196588,0.20275960244165006,0.23415677693869102,0.5987637879033778,-0.14520859462180802,0.08252901050806605,0.06260405510314337,0.17836995611043488,0.05005154948510815,-0.2223233077874478,-0.4472319708980045,-0.2065012430667814,25,25,35
8,8.68599369654643,0.0,0.072015808450663,14.793102411236935,5.491380422587979,0.595261206471222,0.5952798999513963,0.7705157980768211,0.7188629396669615,0.9922446966238426,0.977648589236346,8,0.6320454220105975,0.5784967976270677,0.2125408883492706,0.20896231402366175,0.6369759826338576,-0.1549504225879792,0.07634679352877793,0.07852810004860367,0.1897501748077263,0.04818873526291023,-0.23040004115882617,-0.43244514046655136,-0.20488548212082244,26,26,36
5,8.585692909643248,0.0,0.0266906384000601,14.613233378804726,5.501281008244921,0.5953680123023601,0.585272508463317,0.7741617284065399,0.7235666524821686,0.9971186825622554,0.9657613798521207,5,0.632045422010598,0.5941611554598428,0.2127098727725708,0.19312897176758642,0.6782867812786622,-0.16485100824492083,0.07623998769763984,0.08853549153668294,0.20205673437216906,0.04630232329039741,-0.23053810326755453,-0.4227406975135999,-0.202325492496919,29,29,37
39,7.208619110012558,0.7625,0.3282167529289936,15.046423911321304,5.496956704754198,0.5792391356663057,0.605725688590094,0.7701951921316268,0.719293499572904,0.965135651746952,0.9943901354175305,39,0.6320454220105978,0.5873193948202885,0.18719133237282093,0.22548927280689066,0.6623710090980203,-0.16052670475419806,0.09236886433369429,0.06808231140990595,0.19732215071920664,0.04712542032971778,-0.20911248603216848,-0.4422326700615924,-0.20140657858801436,28,28,38
3,8.227110771808814,0.0125,0.0677832598823299,15.000932800388252,5.511777055576111,0.581115690155123,0.5890287832793645,0.7896329282993221,0.7394348391562462,0.9926988312030998,0.9913837126138386,3,0.6320454220105987,0.6107676317757396,0.19016035077477,0.1990720174494905,0.720919393714808,-0.1753470555761112,0.090492309844877,0.08477921672063549,0.2147625750172444,0.04430985541710397,-0.2116664413626289,-0.42642191758604986,-0.19792616784385827,30,30,39
249,8.441559462520395,0.0083333333333333,0.0256387033804063,14.327461097126616,5.518651463723181,0.5923839776321839,0.5708860876552339,0.7781499263876712,0.729590655834422,0.9972320842707865,0.9468752219483378,249,0.6320454220105987,0.6216440781634084,0.20798863824375496,0.17036728359283676,0.7511760126150018,-0.18222146372318093,0.07922402236781612,0.10292191234476611,0.22377226727693153,0.04300899193164276,-0.22666206835788838,-0.4081936706714162,-0.19728224903255395,32,32,40
156,8.395917907545432,0.0083333333333333,0.0220381001228982,14.363409891903563,5.520128624300767,0.5910171584886986,0.5707757462211323,0.7802531775639467,0.7317584719399549,0.9976203374592181,0.9492510108478814,156,0.6320454220105982,0.6239811895894948,0.20582610514741964,0.17019270526308553,0.7570145992707166,-0.18369862430076722,0.08059084151130136,0.10303225377886771,0.2255121141407865,0.042729887608209616,-0.22487360405669177,-0.40807926363937097,-0.19674099336261772,33,33,41
72,8.256855754279192,0.0041666666666666,0.2285977326829019,15.0404253439102,5.517932215622121,0.572235236737688,0.5917540766507884,0.7880655848125901,0.7387912430601301,0.9755883770962752,0.9939937012684334,72,0.6320454220105975,0.620506109156733,0.17611001023249495,0.203383880610772,0.7472175489356909,-0.1815022156221211,0.09937276326231204,0.08205392334921158,0.2226001947239147,0.04314494543877556,-0.19943238271781139,-0.42906350233835777,-0.19511697987246454,31,31,42
15,8.065482928408915,0.0166666666666666,0.0531649155967395,14.99666150377954,5.520752615884963,0.5771996769207342,0.5839692362049012,0.7962475744028205,0.7468431897232777,0.9942689114403285,0.9911014305753838,15,0.6320454220105987,0.6249684470910377,0.183964572594886,0.19106698031407637,0.757765146058354,-0.18432261588496335,0.09440832307926583,0.08983876379509881,0.22574047415903586,0.04261203145349168,-0.20631798956652592,-0.42145240013729934,-0.19505278608344453,34,34,43
120,8.004814177066947,0.0333333333333333,0.0143066868371866,14.95347722843312,5.521904258391528,0.5786817562651873,0.5813355143538823,0.7975516920470834,0.7482224398964635,0.9984545263207333,0.9882474622396038,120,0.6320454220105975,0.6267905352930244,0.18630946632062279,0.18689999838635274,0.7624246900296746,-0.18547425839152787,0.09292624373481273,0.09247248564611765,0.22712804296722255,0.042394585391935635,-0.2083507125632198,-0.4188313088432186,-0.1949291453381676,36,36,44
159,8.018342064149223,0.025,0.0410158449250698,15.003602403549046,5.521834001743903,0.5769088497452793,0.5831786775214163,0.7976959964641118,0.7483482974079007,0.995575663677964,0.9915601417151467,159,0.6320454220105987,0.6266793777002645,0.18350443608360542,0.18981618621613003,0.7621941830731538,-0.18540400174390292,0.09469915025472064,0.09062932247858368,0.22706000751903985,0.04240784822255472,-0.20591788425109248,-0.4206681193559362,-0.19472605179482463,35,35,45
24,7.97532364925827,0.0083333333333333,0.0090386517978117,14.818119173219657,5.530803061476815,0.5770232505844813,0.5740952169493014,0.8002997052513203,0.752010435710952,0.9990233256337236,0.9793019004471907,24,0.6320454220105982,0.6408699080333238,0.18368543706109555,0.17544465490558056,0.7990990713651043,-0.19437306147681532,0.09458474941551864,0.09971278305069853,0.23805419751304943,0.04071742132562073,-0.2060753192597251,-0.41150180314107,-0.1922865670250581,37,37,46
117,6.535829097264065,0.775,0.1972975262654628,15.041885854758489,5.534631638044073,0.5649681308826461,0.5823217600838786,0.800908258656882,0.7531032281191149,0.9788956103427989,0.9940902237104948,117,0.6320454220105975,0.6469273469988317,0.1646122513658545,0.18846040163531377,0.8155260808867589,-0.19820163804407276,0.1066398691173539,0.09148623991612137,0.242952018107918,0.039997505964852076,-0.18913479370191555,-0.41981560168499443,-0.18965096314068597,38,38,47
85,7.84706312510629,0.0041666666666666,0.1800248679468315,15.034461577525509,5.540989932747473,0.5625104212810812,0.5784211749820448,0.8059112132416236,0.7586781481108346,0.9807254145302838,0.9935995670543621,85,0.6320454220105989,0.6569872168783931,0.1607237498183757,0.1822890333032311,0.8414994257393489,-0.20455993274747275,0.10909757871891879,0.09538682501795515,0.2506904349092467,0.038804107183409764,-0.18559197719985843,-0.4159031262807976,-0.18756366543241543,39,39,48
163,7.690571588120951,0.0291666666666666,0.0014163796079748,14.770924069564638,5.5469633655135855,0.5700614816101549,0.5648966818868579,0.8107410147036899,0.7640476735019356,0.999846889602513,0.9761828639378411,163,0.6320454220105984,0.6664381717593112,0.1726707714502279,0.16089105679046076,0.8656121181615795,-0.21053336551358548,0.10154651838984508,0.10891131811314203,0.2578714187433694,0.0376854362850223,-0.1963796629338177,-0.4019189511407535,-0.18687105926318295,40,40,49
205,6.435262295847298,0.7625,0.2829096827811171,14.994838882142696,5.548599821829788,0.5563549576454294,0.5769667495353811,0.805813465530682,0.7596279568352519,0.9698758405849683,0.9909809769056641,205,0.6320454220105982,0.6690273152911108,0.1509847921085476,0.1799878926003415,0.8732429151810062,-0.2121698218297876,0.11525304235457057,0.09684125046461889,0.2601490435477695,0.03737939026603221,-0.1765814365368521,-0.4144307271223746,-0.1845442577977315,42,42,50
7,7.719424154329209,0.0,0.0052881934857062,14.544265836005014,5.555977729987413,0.5697685079640614,0.5561752910591243,0.8108184369021862,0.765362408354525,0.9994284667787482,0.9612034433864057,7,0.6320454220105989,0.680700381657378,0.172207238868722,0.14709237947390008,0.9032719959290353,-0.21954772998741312,0.10183949203593856,0.11763270894087563,0.2690909550570825,0.03600183077282426,-0.1959664432192595,-0.3925404356662,-0.18416834937087842,44,44,51
277,8.007044309675296,0.0041666666666666,0.5093758834471462,15.060470140868372,5.5467956745719125,0.5490556231766577,0.5860702312620286,0.7967688910658217,0.7508575521812214,0.9464079318994689,0.9953184245700716,277,0.6320454220105989,0.6661728570590799,0.13943604226466463,0.19439110067625534,0.8686625548742594,-0.21036567457191246,0.1225523768233423,0.08773776873797134,0.2587870131329314,0.03771680763132368,-0.16563462668953866,-0.4235264274172842,-0.18381474882516638,41,41,52
360,7.570825432309393,0.0166666666666666,0.1347293920562133,15.023662601574864,5.554446103141254,0.5574588041891387,0.5700166216802047,0.8172064846115066,0.7711796787447941,0.985539967957501,0.9928858828446643,360,0.6320454220105978,0.6782770956199823,0.15273125922193628,0.16899164515808138,0.8965220267999238,-0.2180161031412542,0.11414919581086125,0.10379137831979524,0.26708371411729165,0.03628750610159992,-0.17821192067034242,-0.40729096810523246,-0.18307179422465833,43,43,53
366,6.019850233741471,0.8291666666666667,0.0729600826669325,15.012455050196486,5.557279973460266,0.5581448740359201,0.5664966815144129,0.8216707974064038,0.7757881561075876,0.992143408229793,0.9921451966458354,366,0.6320454220105987,0.6827607454026133,0.15381673476354962,0.16342251983383696,0.907953382642534,-0.22084997346026558,0.11346312596407993,0.10731131848558706,0.27048902159987154,0.035759063334719565,-0.179222059879533,-0.40360815689720086,-0.1823570511473381,45,45,54
149,7.712480669401254,0.0,0.0,14.322072144138026,5.563198278303906,0.5705790398544431,0.5481442108522492,0.8101296506987425,0.7657060567957754,1.0,0.9465190760811427,149,0.6320454220105984,0.69212447882673,0.17348963387097266,0.13438588730229725,0.9340103387064147,-0.226768278303906,0.10102896014555685,0.12566378914775078,0.2782482537878372,0.03465719035181958,-0.19710860721966528,-0.3836403024767733,-0.182030573114873,46,46,55
501,7.646379893278319,0.3666666666666666,0.0377806969317741,13.020981886299444,5.568862138463789,0.5930047969922276,0.520054593554582,0.7763155765763722,0.7344932058095268,0.9959239244924253,0.8605324439546175,501,0.6320454220105987,0.7010856388361889,0.2089708767640007,0.08994348439981054,0.9719870308637274,-0.23243213846378907,0.07860320300777235,0.15375340644541802,0.28955702807478356,0.033604883167001054,-0.2274716792788366,-0.3503489745359958,-0.18140525688261044,50,50,56
555,7.540866631545991,0.0166666666666666,0.3625930213738184,15.06206295473919,5.566334259425604,0.5439998922873559,0.5715873772976389,0.8170437860076439,0.7726763674972712,0.9615542761312879,0.9954236906725047,555,0.6320454220105989,0.6970861176781307,0.13143704296297046,0.1714768393588988,0.9469639706531672,-0.229904259425604,0.12760810771264408,0.1022206227023611,0.28211496479572945,0.03407428151718084,-0.15788034796519423,-0.40891976726758317,-0.17757527790519886,48,48,57
241,7.729372497517599,0.0041666666666666,0.5245825109471772,15.056670803649473,5.564497323364783,0.5401047060246893,0.577319499621126,0.8086418818585003,0.7644783392832973,0.9448521395257612,0.9950673334487619,241,0.6320454220105987,0.6941797821572163,0.12527421648401962,0.18054600135876392,0.9411653735936842,-0.2280673233647832,0.1315032939753107,0.09648850037887391,0.28038874980729434,0.03441564718363743,-0.1518070572429734,-0.41478851793206106,-0.17739330933046568,47,47,58
96,7.435163598680464,0.0,0.0,14.328015833414774,5.579596632451671,0.5621011392910908,0.5402237572678361,0.8223484457552857,0.779545906388874,1.0,0.9469118834365394,96,0.632045422010598,0.718069377051925,0.16007619827265254,0.12185442467542262,1.0012164308817775,-0.24316663245167103,0.10950686070890914,0.13358424273216385,0.2982725491669191,0.031616347770074604,-0.18499898331862186,-0.3746035870234853,-0.17599540752401086,51,51,59
