,egypt_irr,egypt_90,egypt_low_had,sudan_irr,sudan_90,ethiopia_hydro
6998,9.666631563232734,3.5737925620186006,0.7916666666666666,0.05384154311788412,0.0,9.643474259043705
6999,0.7192359421004718,0.06493097247484703,0.075,0.029496477621599765,0.0,12.15321314300588
7000,10.4339586865941,4.05158325148604,0.8,0.11482450422980368,0.0,9.35829310334096
7001,5.801075019740625,1.0448714670179005,0.20416666666666666,0.17370076155632436,0.0,10.887683785274652
7002,1.0821512016439332,0.23999057108962732,0.0,0.0,0.0,14.31121086322229
7003,24.446137908480832,7.744199917951103,0.8291666666666667,0.5713118866846871,0.21094556868658326,8.184992595950634
7004,4.719021107599132,1.4681808897595725,0.0,0.0,0.0,14.610683079258763
7005,7.315555902540308,2.038635163910837,0.0,0.0,0.0,14.352206277448028
7006,7.387407954855741,2.4727929708614655,0.7791666666666667,0.11465195654405307,0.0,8.432306084851577
7007,14.450796484334882,4.279525301012236,0.7458333333333333,0.16870111814701544,0.0,12.173321840408592
7008,4.235476442901209,1.1372552756100156,0.0375,0.0,0.0,13.14791687932835
7009,6.098424587946407,1.703793398777407,0.725,0.09428385775973513,0.0,9.118294169889552
7010,6.165006934405039,1.6955530205395017,0.0,0.0,0.0,13.016856293017204
7011,15.974965479786414,5.738108013675495,0.75,0.42559986382702003,0.15179641272135488,8.832574865932848
7012,1.9332539226737009,0.6007076159212416,0.0,0.0,0.0,14.98068052728486
7013,14.321164649406446,5.2322368132895996,0.7333333333333333,0.4516308446145948,0.16939729419445232,8.670005007635801
7014,6.013794592963687,1.4737869425611112,0.07083333333333333,0.08928319304057357,0.0,11.18608205418001
7015,7.435294616758239,1.3623852451409384,0.22083333333333333,0.03787665594723266,0.0,13.97434971324054
7016,0.509164444663115,0.0,0.0,0.03003897391112293,0.0,11.286297500190871
7017,8.640997058276763,1.37353089596822,0.375,0.10230292282985456,0.0,12.067168785107844
7018,13.077378123908272,4.706012115600437,0.7458333333333333,0.34644105550138155,0.09150010612388901,8.673410055206654
7019,16.33189845359983,5.674947449648366,0.7708333333333334,0.22379273401347816,0.0,11.082807310265501
7020,21.416062633694644,7.515649640429915,0.7916666666666666,0.33110985583194147,0.006269915222049839,10.536660091999451
7021,8.524672166372422,1.9900795678589247,0.004166666666666667,0.004064537775806436,0.0,12.477396584214643
7022,12.684941187472708,3.840066816210911,0.6708333333333333,0.2565016012643675,0.0,10.46417493045522
7023,3.370133627473912,0.9351629814740552,0.0375,0.0,0.0,14.246056959382397
7024,10.33060051409399,4.3350830483753215,0.8,0.06922186265882235,0.0,9.829516744942149
7025,1.3039934205774526,0.3167054444911925,0.0,0.0,0.0,14.706405767667883
7026,0.7052065501535393,0.02536060111790619,0.0,0.0,0.0,15.010150165842495
7027,1.313644115406162,0.0,0.32083333333333336,0.053092929232014495,0.0,10.21340913950077
7028,0.5179992724941325,0.0,0.0,0.0,0.0,14.69311603471341
7029,9.602550414155566,2.9303092007010454,0.7375,0.18030345802721795,0.0,10.610702348433563
7030,0.2988626539251008,0.0,0.09583333333333334,0.0,0.0,13.225514272724753
7031,1.7994658768761376,0.5419440929934863,0.0,0.0,0.0,14.228234296397943
7032,6.265934899362474,0.704293923921802,0.6166666666666667,0.09941306200581365,0.0,10.682372988667415
7033,9.857468640356053,2.1774583563483394,0.0875,0.18544274960327317,0.0,11.04071465421065
7034,2.876311350961945,0.0,0.5166666666666667,0.09511958638199457,0.0,10.070929427947535
7035,16.536333280082967,6.170039787271933,0.7916666666666666,0.3510042487127457,0.09242409819357443,8.489684940200709
7036,10.837839933733497,2.4144150121045276,0.09583333333333334,0.03428682931372966,0.0,13.584682814995325
7037,2.9894124109257088,0.0,0.5958333333333333,0.007010893019045833,0.0,12.203548878738367
7038,2.9035382657560596,0.0,0.5791666666666667,0.047026234995210144,0.0,10.801315595234962
7039,7.519868356871024,2.112887143136878,0.0,0.0,0.0,14.801568265467852
7040,0.7022403623735218,0.0586268250009608,0.016666666666666666,0.0,0.0,13.284905049654007
7041,6.441302756269347,1.671401640322455,0.0,0.007280424087038294,0.0,13.762785850534481
7042,2.1606330077456204,0.6733933131239457,0.0,0.00665383399138548,0.0,14.046226438644407
7043,6.678200991177247,1.9295479141596001,0.0,0.013732133673493916,0.0,13.63351164880781
